Step,bond_distance,Br2_-2_1_RKS_wB97M-V_def2-TZVPD,Br2_-2_1_UKS_wB97M-V_def2-TZVPD,Br2_0_1_RKS_wB97M-V_def2-TZVPD,Br2_0_1_UKS_wB97M-V_def2-TZVPD,Cl2_-2_1_RKS_wB97M-V_def2-TZVPD,Cl2_-2_1_UKS_wB97M-V_def2-TZVPD,Cl2_0_1_RKS_wB97M-V_def2-TZVPD,Cl2_0_1_UKS_wB97M-V_def2-TZVPD,F2_-2_1_RKS_wB97M-V_def2-TZVPD,F2_-2_1_UKS_wB97M-V_def2-TZVPD,F2_0_1_RKS_wB97M-V_def2-TZVPD,F2_0_1_UKS_wB97M-V_def2-TZVPD,H2_0_1_RKS_wB97M-V_def2-TZVPD,H2_0_1_UKS_wB97M-V_def2-TZVPD,H_Br_-2_1_RKS_wB97M-V_def2-TZVPD,H_Br_-2_1_UKS_wB97M-V_def2-TZVPD,H_Br_0_1_RKS_wB97M-V_def2-TZVPD,H_Br_0_1_UKS_wB97M-V_def2-TZVPD,H_Br_2_1_RKS_wB97M-V_def2-TZVPD,H_Br_2_1_UKS_wB97M-V_def2-TZVPD,H_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,H_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,H_Cl_0_1_RKS_wB97M-V_def2-TZVPD,H_Cl_0_1_UKS_wB97M-V_def2-TZVPD,H_Cl_2_1_RKS_wB97M-V_def2-TZVPD,H_Cl_2_1_UKS_wB97M-V_def2-TZVPD,H_F_-2_1_RKS_wB97M-V_def2-TZVPD,H_F_-2_1_UKS_wB97M-V_def2-TZVPD,H_F_0_1_RKS_wB97M-V_def2-TZVPD,H_F_0_1_UKS_wB97M-V_def2-TZVPD,H_F_2_1_RKS_wB97M-V_def2-TZVPD,H_F_2_1_UKS_wB97M-V_def2-TZVPD,H_I_-2_1_RKS_wB97M-V_def2-TZVPD,H_I_-2_1_UKS_wB97M-V_def2-TZVPD,H_I_0_1_RKS_wB97M-V_def2-TZVPD,H_I_0_1_UKS_wB97M-V_def2-TZVPD,H_I_2_1_RKS_wB97M-V_def2-TZVPD,H_I_2_1_UKS_wB97M-V_def2-TZVPD,I2_-2_1_RKS_wB97M-V_def2-TZVPD,I2_-2_1_UKS_wB97M-V_def2-TZVPD,I2_0_1_RKS_wB97M-V_def2-TZVPD,I2_0_1_UKS_wB97M-V_def2-TZVPD,K2_0_1_RKS_wB97M-V_def2-TZVPD,K2_0_1_UKS_wB97M-V_def2-TZVPD,K2_2_1_RKS_wB97M-V_def2-TZVPD,K2_2_1_UKS_wB97M-V_def2-TZVPD,K_Br_-2_1_RKS_wB97M-V_def2-TZVPD,K_Br_-2_1_UKS_wB97M-V_def2-TZVPD,K_Br_0_1_RKS_wB97M-V_def2-TZVPD,K_Br_0_1_UKS_wB97M-V_def2-TZVPD,K_Br_2_1_RKS_wB97M-V_def2-TZVPD,K_Br_2_1_UKS_wB97M-V_def2-TZVPD,K_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,K_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,K_Cl_0_1_RKS_wB97M-V_def2-TZVPD,K_Cl_0_1_UKS_wB97M-V_def2-TZVPD,K_Cl_2_1_RKS_wB97M-V_def2-TZVPD,K_Cl_2_1_UKS_wB97M-V_def2-TZVPD,K_F_-2_1_RKS_wB97M-V_def2-TZVPD,K_F_-2_1_UKS_wB97M-V_def2-TZVPD,K_F_0_1_RKS_wB97M-V_def2-TZVPD,K_F_0_1_UKS_wB97M-V_def2-TZVPD,K_F_2_1_RKS_wB97M-V_def2-TZVPD,K_F_2_1_UKS_wB97M-V_def2-TZVPD,K_I_-2_1_RKS_wB97M-V_def2-TZVPD,K_I_-2_1_UKS_wB97M-V_def2-TZVPD,K_I_0_1_RKS_wB97M-V_def2-TZVPD,K_I_0_1_UKS_wB97M-V_def2-TZVPD,K_I_2_1_RKS_wB97M-V_def2-TZVPD,K_I_2_1_UKS_wB97M-V_def2-TZVPD,Li2_0_1_RKS_wB97M-V_def2-TZVPD,Li2_0_1_UKS_wB97M-V_def2-TZVPD,Li2_2_1_RKS_wB97M-V_def2-TZVPD,Li2_2_1_UKS_wB97M-V_def2-TZVPD,Li_Br_-2_1_RKS_wB97M-V_def2-TZVPD,Li_Br_-2_1_UKS_wB97M-V_def2-TZVPD,Li_Br_0_1_RKS_wB97M-V_def2-TZVPD,Li_Br_0_1_UKS_wB97M-V_def2-TZVPD,Li_Br_2_1_RKS_wB97M-V_def2-TZVPD,Li_Br_2_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_0_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_0_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_2_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_2_1_UKS_wB97M-V_def2-TZVPD,Li_F_-2_1_RKS_wB97M-V_def2-TZVPD,Li_F_-2_1_UKS_wB97M-V_def2-TZVPD,Li_F_0_1_RKS_wB97M-V_def2-TZVPD,Li_F_0_1_UKS_wB97M-V_def2-TZVPD,Li_F_2_1_RKS_wB97M-V_def2-TZVPD,Li_F_2_1_UKS_wB97M-V_def2-TZVPD,Li_I_-2_1_RKS_wB97M-V_def2-TZVPD,Li_I_-2_1_UKS_wB97M-V_def2-TZVPD,Li_I_0_1_RKS_wB97M-V_def2-TZVPD,Li_I_0_1_UKS_wB97M-V_def2-TZVPD,Li_I_2_1_RKS_wB97M-V_def2-TZVPD,Li_I_2_1_UKS_wB97M-V_def2-TZVPD,Na2_0_1_RKS_wB97M-V_def2-TZVPD,Na2_0_1_UKS_wB97M-V_def2-TZVPD,Na2_2_1_RKS_wB97M-V_def2-TZVPD,Na2_2_1_UKS_wB97M-V_def2-TZVPD,Na_Br_-2_1_RKS_wB97M-V_def2-TZVPD,Na_Br_-2_1_UKS_wB97M-V_def2-TZVPD,Na_Br_0_1_RKS_wB97M-V_def2-TZVPD,Na_Br_0_1_UKS_wB97M-V_def2-TZVPD,Na_Br_2_1_RKS_wB97M-V_def2-TZVPD,Na_Br_2_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_0_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_0_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_2_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_2_1_UKS_wB97M-V_def2-TZVPD,Na_F_-2_1_RKS_wB97M-V_def2-TZVPD,Na_F_-2_1_UKS_wB97M-V_def2-TZVPD,Na_F_0_1_RKS_wB97M-V_def2-TZVPD,Na_F_0_1_UKS_wB97M-V_def2-TZVPD,Na_F_2_1_RKS_wB97M-V_def2-TZVPD,Na_F_2_1_UKS_wB97M-V_def2-TZVPD,Na_I_-2_1_RKS_wB97M-V_def2-TZVPD,Na_I_-2_1_UKS_wB97M-V_def2-TZVPD,Na_I_0_1_RKS_wB97M-V_def2-TZVPD,Na_I_0_1_UKS_wB97M-V_def2-TZVPD,Na_I_2_1_RKS_wB97M-V_def2-TZVPD,Na_I_2_1_UKS_wB97M-V_def2-TZVPD
66,1.41216216,-5146.80703506,-5146.80703505,-5146.93867445,-5146.93867445,-919.82677578,-919.82677578,-919.97553161,-919.97553161,-199.34484412,-199.34484416,-199.55182569,-199.55182569,-1.05947413,-1.05947413,-2574.41782376,-2574.41782376,-2574.60910021,-2574.60910021,-2573.34202228,-2573.39124919,-460.56790801,-460.56790807,-460.78247469,-460.78247469,-459.41183653,-459.4612541,-100.11519222,-100.11519222,-100.36280339,-100.36280338,-98.66547937,-98.7507295,-298.11493294,-298.11493297,-298.26427908,-298.26427908,-297.12822326,-297.17116374,-592.61392311,-592.61392312,-592.73391058,-592.73391094,-1198.67385867,-1198.67385866,,,-3172.63864682,-3172.63864665,-3172.744634243425,-3172.74463403,-3172.12997003,-3172.12997003,-1059.11672492,-1059.11672299,-1059.217684079271,-1059.217684221719,-1058.56966538,-1058.56966538,-699.34491067,-699.34491064,-699.47244887,-699.47244887,-698.40559759,-698.40559755,-895.79238519,-895.79238477,-895.91058665,-895.91058666,-895.28479765,-895.28479766,-14.86862327,-14.86862327,-14.17841163,-14.17841163,-2581.22039683,-2581.22073532,-2581.3539602,-2581.3539602,-2580.15036335,-2580.23060476,-467.48810655,-467.48810655,-467.62141274,-467.62141274,-466.34501378,-466.39244924,-107.28471685,-107.28471704,-107.42774592,-107.42774592,-105.87220524,-105.95621575,-304.75128838,,-304.87479375,-304.87479375,-303.75880047,-303.79771585,-324.315216705284,,-323.66613491,-323.666134905777,-2735.67073246,-2735.67073282,-2735.72979035,-2735.72979037,-2734.80208311,-2734.59320494,-621.98358894,-621.98358894,-622.04988019,-622.04988017,-620.8077146,-621.03750886,-261.96275913,-261.96275912,-262.03760909,-262.03760909,-260.53412619,-260.61678899,-459.12946753,-459.12946685,-459.17946006,-459.17946007,-458.08324537,-458.12499583
67,1.31081081,-5146.20745242,-5146.20745241,-5146.34072483,-5146.34072482,-919.55514616,-919.55514626,-919.70311442,-919.70311442,-199.31007496,-199.31007496,-199.54798825,-199.54798825,-1.07722736,-1.07722735,-2574.41165883,-2574.41165883,-2574.60243041,-2574.60243041,-2573.3261246,-2573.37539611,-460.57595551,-460.57595551,-460.79025049,-460.79025049,-459.40578853,-459.45530764,-100.11473296,-100.11473297,-100.38812134,-100.38812134,-98.65265377,-98.73815815,-298.08193237,-298.08193236,-298.23038558,-298.23038558,-297.08905838,-297.13198405,-591.44400889,-591.44400883,-591.56358588,-591.56358638,-1198.2434836,-1198.24348334,,,-3172.18543435,-3172.18543442,,-3172.29517553,-3171.68689047,-3171.68689047,-1058.80336934,-1058.80336919,,-1058.910729559986,-1058.29126417,-1058.29126417,-699.17488569,-699.1748849,-699.3038886,-699.30388867,-698.33005687,-698.33005691,-895.07922596,-895.07922638,-895.20237493,-895.20237471,-894.57683658,-894.57683605,-14.84164311,-14.84164311,-14.14785811,-14.14785811,-2581.09159845,-2581.09181,-2581.22479271,-2581.22479271,-2579.99130753,-2580.11785837,-467.38999413,-467.38999412,-467.5230723,-467.5230723,-466.21778717,-466.26510628,-107.25975577,-107.25975577,-107.40608812,-107.40608812,-105.81767205,-105.90154479,-304.58327817,,-304.70617042,-304.70617042,-303.55892695,-303.59752791,-324.211145817651,,-323.55513996,-323.555141503493,-2735.41518397,-2735.41518336,-2735.47728894,-2735.47728876,-2734.5941032,-2734.30549546,-621.77217494,-621.77217484,-621.84044209,-621.84044208,-620.8929613,-620.89296131,-261.84587884,-261.84587884,-261.92135309,-261.92135309,-260.39875147,-260.48033641,-458.7883235,-458.78832335,-458.84053218,-458.84053223,-457.9894478,-457.98944756
68,1.20945946,-5145.31097619,-5145.31097619,-5145.44590994,-5145.44590994,-919.11838214,-919.11838213,-919.26457435,-919.26457435,-199.26718883,-199.26718901,-199.51940962,-199.51940962,-1.09562202,-1.09562202,-2574.38841384,-2574.38841383,-2574.57860715,-2574.57860715,-2573.29331871,-2573.34265482,-460.57429903,-460.57429903,-460.78759288,-460.78759288,-459.38975575,-459.43940521,-100.12076778,-100.12076784,-100.41364662,-100.41364662,-98.63829315,-98.7240727,-298.0202353,-298.02023522,-298.16809046,-298.16809023,-297.02134082,-297.0642742,-589.73690268,-589.73690107,-589.85528863,-589.85528931,-1197.63478193,-1197.63478201,,,-3171.49069985,-3171.49069988,,-3171.60383189,-3170.99202535,-3170.99202535,-1058.35410779,-1058.3541075,,,-1057.84388896,-1057.84388896,-698.94873944,-698.94874014,-699.07587631,-699.07587633,-698.19792059,-698.19792064,-894.01590434,-894.01590422,-894.14101236,-894.1410123,-893.51589579,-893.5158951,-14.80948685,-14.80948685,-14.10992268,-14.10992268,-2580.91125779,-2580.91135189,-2581.04305747,-2581.04305747,-2579.77200829,-2579.98002229,-467.2463057,-467.2463057,-467.37917831,-467.37917831,-466.03839539,-466.08571764,-107.21332857,-107.21332857,-107.36301237,-107.36301237,-105.73718945,-105.82089038,-304.35645218,,-304.47935125,-304.47935114,-303.29363566,-303.33209467,-324.04163073871,,-323.37744464,-323.377444636526,-2735.06465319,-2735.06465277,-2735.12970794,-2735.12970797,-2734.27949156,-2734.27949157,-621.50055324,-621.50055259,-621.57087667,-621.57087662,-620.68147432,-620.68147432,-261.6563541,-261.6563541,-261.73295559,-261.73295559,-260.19011852,-260.48408362,-458.28288965,-458.28288973,-458.3372203,-458.33722027,-457.49010213,-457.49010205
69,1.10810811,-5143.97292142,-5143.97292146,-5144.10959119,-5144.10959119,-918.4183128,-918.41831274,-918.5628541,-918.56285405,-199.18897947,-199.18897947,-199.4472962,-199.4472962,-1.11417523,-1.11417523,-2574.33741958,-2574.33741958,-2574.5268691,-2574.52686909,-2573.2327671,-2573.28220247,-460.55516611,-460.55516611,-460.76693881,-460.76693881,-459.35627218,-459.40609732,-100.1328967,-100.13289678,-100.43746349,-100.43746349,-98.62067822,-98.70675413,-297.9146994,-297.91469907,-298.06226113,-298.06226084,-296.90967914,-296.95265851,-587.13841147,-587.13841191,-587.25507523,-587.25507623,-1196.74915009,-1196.74915019,,,-3170.40122776,-3170.40122696,,-3170.51643313,-3169.90191778,-3169.90191778,-1057.63875054,-1057.63875069,,,-1057.12011737,-1057.12011737,-698.63914395,-698.63914405,-698.7646178,-698.76461782,-697.96591368,-697.96591371,-892.45660244,-892.456604,-892.56596789,-892.56596786,-891.9431092,-891.94310921,-14.76888475,-14.76888475,-14.06051012,-14.06051012,-2580.66405143,-2580.66404273,-2580.79360811,-2580.79360839,-2579.47290831,-2579.79490459,-467.04191255,-467.04191181,-467.17462384,-467.17462384,-465.78797349,-465.83549553,-107.13238386,-107.13238386,-107.28534042,-107.28534042,-105.61523558,-105.69875326,-304.04553273,,-304.16999946,-304.16999932,-303.27016573,-303.27016457,-323.760018886276,,-323.08636763,-323.086367631132,-2734.55394532,-2734.55394523,-2734.62108865,-2734.62108858,-2733.78797421,-2733.78797421,-621.14204558,-621.14204493,-621.21364239,-621.21364236,-620.36061254,-620.36061254,-261.3600545,-261.36005449,-261.43873108,-261.43873089,-260.34611862,-260.34612019,-457.49629696,-457.49629695,-457.55268593,-457.55268591,-456.70250076,-456.70250027
70,1.00675676,-5141.95444902,-5141.95444897,-5142.09281655,-5142.09281655,-917.30734863,-917.3073484,-917.45074287,-917.45074292,-199.03709672,-199.0370969,-199.29837301,-199.29837301,-1.1320351,-1.1320351,-2574.24144543,-2574.24144543,-2574.4298477,-2574.4298477,-2573.12692081,-2573.1765073,-460.50607652,-460.50607652,-460.7156429,-460.7156429,-459.29277508,-459.34284029,-100.14455605,-100.14455665,-100.45586387,-100.45586387,-98.5963169,-98.68271705,-297.74230588,-297.7423057,-297.88984499,-297.88984501,-296.73054271,-296.77363103,-582.97079567,-582.97079568,-583.08501799,-583.08501842,-1195.40472994,-1195.40472986,,,-3168.7128054,-3168.70258294,,-3168.81812111,-3168.20389509,-3168.20389509,-1056.48445402,-1056.48444851,,,-1055.94488942,-1055.94488939,-698.17619303,-698.17619323,-698.30284247,-698.30284249,-697.55557048,-697.55557056,-890.21524579,-890.21523644,-890.25569808,-890.25569811,-889.63324923,-889.63324925,-14.71325411,-14.71325411,-13.99242646,-13.95874227,-2580.32789547,-2580.32789625,-2580.45673732,-2580.45673734,-2579.52263304,-2579.5226331,-466.76293662,-466.76293845,-466.89547116,-466.89547129,-465.4456668,-465.49373772,-106.9949829,-106.99498286,-107.15130497,-107.15130497,-105.42582147,-105.50916723,-303.60006569,,-303.72788883,-303.72788874,-302.84127456,-302.84127456,-323.286748522159,,-322.60223793,-322.602237941312,-2733.75402109,-2733.75402112,-2733.82290252,-2733.82290252,-2732.99290702,-2732.99290702,-620.62334369,-620.62334469,-620.69568103,-620.69568107,-619.85417184,-619.85417184,-260.94209569,-260.94209596,-261.02022963,-261.02022969,-260.12795944,-260.12795895,-456.21926619,-456.21926549,-456.27822473,-456.27822352,-455.42283641,-455.42283526
71,0.90540541,-5138.79990417,-5138.79990429,-5138.93913461,-5138.93913461,-915.59058046,-915.59057999,-915.73430405,-915.73430409,-198.74959434,-198.7495943,-199.01121693,-199.01121693,-1.14770351,-1.14770351,-2574.0724295,-2574.0724295,-2574.25933716,-2574.25933715,-2572.94718157,-2572.99699717,-460.40532518,-460.40532518,-460.61232028,-460.61232028,-459.17786858,-459.22826263,-100.1463656,-100.14636553,-100.46169199,-100.46169199,-98.55825804,-98.6450302,-297.46753927,-297.46753912,-297.6153984,-297.61539832,-296.44769446,-296.49098481,-575.96505494,-575.96505498,-576.07682233,-576.07682219,-1193.51530472,-1193.51817436,,,-3166.16828003,-3166.16841473,,-3166.20868025,-3165.59401486,-3165.59401486,-1054.6069692,-1054.62162172,,,-1054.04257832,-1054.04257831,-697.4163722,-697.41637263,-697.54528363,-697.54528371,-696.82638481,-696.82638483,-886.84725081,-886.84723654,-886.82114085,-886.82113586,-886.19156964,-886.19156939,-14.63058829,-14.63058829,-13.8930899,-13.89308932,-2579.85861565,-2579.85861547,-2579.99228106,-2579.99228125,-2579.10025989,-2579.10025989,-466.4006292,-466.40054945,-466.53637984,-466.53637978,-465.57521251,-465.57521251,-106.76696076,-106.76696069,-106.92706598,-106.92706599,-105.12668628,-105.2099829,-302.91323216,,-303.04546111,-303.04546119,-302.15250079,-302.15250077,-322.48697224392,,-321.78886359,,-2732.42582497,-2732.42582536,-2732.49612589,-2732.49612636,-2731.6603978,-2731.6603978,-619.80152783,-619.80152656,-619.87475683,-619.87475697,-619.02568952,-619.02568952,-260.44023165,-260.44023142,-260.5082988,-260.50831909,-259.77303784,-259.77303735,-454.08038168,-454.08038177,-454.14336968,-454.14336973,-453.28640862,-453.28640831
72,0.80405405,-5133.53937119,-5133.53937123,-5133.67764559,-5133.67764557,-913.0619923,-913.06199245,-913.20838372,-913.20838374,-198.21219958,-198.21219875,-198.46935232,-198.46935238,-1.1585354,-1.1585354,-2573.78451774,-2573.78451774,-2573.96942007,-2573.96942007,-2572.64682543,-2572.69698222,-460.21581082,-460.21581082,-460.42039323,-460.42039323,-458.97472396,-459.02556613,-100.12377624,-100.12377604,-100.4410325,-100.4410325,-98.49276166,-98.57999267,-297.034477,-297.03447688,-297.18327782,-297.18327768,-296.00422243,-296.04783283,-563.88601278,-563.8860128,-563.99936183,-563.9993621,-1190.2294712,-1190.29157721,,,-3162.26317364,-3162.26339122,,-3162.37849679,-3161.58462407,-3161.58462408,-1051.72420358,-1051.72349604,,,-1051.03196088,-1051.03196128,-696.09743779,-696.09743777,-696.22700758,-696.22700768,-695.52419494,-695.52419502,-881.52250249,-881.52255043,-881.62975512,-881.62996971,-880.80233978,-880.80233971,-14.49891724,-14.49891724,-13.73964606,-13.73964606,-2579.14688168,-2579.1468815,-2579.28787674,-2579.28787685,-2578.40768989,-2578.40768996,-465.92293729,-465.92293642,-466.06852125,-466.06852123,-465.138211,-465.13821097,-106.40044972,-106.40044979,-106.56497812,-106.5649781,-104.64987489,-105.1826543,-301.77233552,,-301.90952904,-301.9095292,-300.99570136,-300.99570121,-321.156205405439,,-320.42365663,,-2730.1321001,-2730.13210026,-2730.20316216,-2730.20316212,-2729.3581758,-2729.3581758,-618.41878196,-618.41878181,-618.49320596,-618.49320601,-617.62445447,-617.62445447,-259.8122156,-259.81221551,-259.87779735,-259.87779712,-259.16407233,-259.16407222,-450.42837236,-450.42837252,-450.49722331,-450.49722239,-449.6439177,-449.64391753
73,0.7027027,-5124.00168259,-5124.00168288,-5124.14015816,-5124.14015814,-909.31801925,-909.31801941,-909.46368389,-909.46368379,-197.20466168,-197.20466154,-197.44653935,-197.44653954,-1.15978489,-1.15978489,-2573.30255047,-2573.30255047,-2573.48496262,-2573.48496262,-2572.14918815,-2572.19983453,-459.87437335,-459.87437335,-460.07649361,-460.07649361,-458.61918071,-458.67062342,-100.05010017,-100.05010014,-100.36672219,-100.36672151,-98.37313975,-98.46098006,-296.35185914,-296.351859,-296.5024569,-296.50245683,-295.30768889,-295.3517405,-543.09338393,-543.0933835,-543.21874294,-543.21874296,-1184.96892629,-1185.17765876,,,-3155.99393998,-3155.99411786,,-3156.11042658,-3155.20491094,-3155.20491095,-1047.36755927,-1047.36736237,,,-1046.46768115,-1046.46768119,-693.73915866,-693.73915864,-693.86620233,-693.86620229,-693.17426629,-693.17426635,-872.38010767,-872.38019537,-872.4864683,-872.48691073,-871.59562584,-871.5956258,-14.27662961,-14.27662961,-13.48917785,-13.48917785,-2577.94569527,-2577.94569523,-2578.09139908,-2578.09139896,-2577.20342653,-2577.20342749,-465.1871989,-465.18719891,-465.34451873,-465.34451878,-464.39616268,-464.39616272,-105.84969405,-105.84969403,-106.01549009,-106.01549006,-104.84575642,-104.84575639,-299.77134274,,-299.91309689,-299.91309702,-298.97522479,-298.97522467,,,-318.47948736,,-2726.0102777,-2726.01027799,-2726.08134165,-2726.08134216,-2725.22481632,-2725.22481587,-615.98154529,-615.98154515,-616.05706204,-616.05706234,-615.16464167,-615.16464158,-258.69325925,-258.69325924,-258.75950967,-258.75950977,-258.0377888,-258.03778875,-444.34360833,-444.34360817,-444.41833161,-444.41833132,-443.59670015,-443.59670026
74,0.60135135,-5105.08700034,-5105.0870008,-5105.23065746,-5105.23065744,-903.66971903,-903.66972015,-903.80896562,-903.80896562,-195.27659609,-195.27659196,-195.48637351,-195.48637448,-1.14263287,-1.14263287,-2572.49911606,-2572.49911606,-2572.67898859,-2572.67898859,-2571.32468971,-2571.37599782,-459.27165045,-459.27165045,-459.4706166,-459.4706166,-457.99943318,-458.05164751,-99.86816091,-99.86816128,-100.18300074,-100.18300004,-98.14430472,-98.23300361,-295.24685801,-295.24685799,-295.39974419,-295.3997441,-294.18570844,-294.2302739,-508.00590917,-508.00590928,-508.12247173,-508.12228745,-1177.08222068,-1177.08222077,,,-3145.03352707,-3145.03360339,,-3145.14891049,-3144.16125403,-3144.16125393,-1040.52812417,-1040.62325527,,,-1039.37813293,-1039.37813296,-689.4152748,-689.41527396,-689.5372985,-689.53729848,-688.84821318,-688.84821328,-855.46540313,-855.46527297,-855.56857688,-855.5680514,-854.60682741,-854.60682741,-13.88357897,-13.88357897,-13.05990584,-13.05990584,-2575.63671575,-2575.6367156,-2575.78358697,-2575.78358726,-2574.88661707,-2574.88661712,-463.85454108,-463.85454129,-464.01910725,-464.01910729,-463.02177438,-463.02177427,-105.11156209,-105.1115627,-105.26367813,-105.26367775,-104.30605463,-104.30605466,-296.33106099,,-296.475447,-296.47544695,-295.55074889,-295.55074894,,,-316.08217532,,-2718.34173642,-2718.34173618,-2718.41219682,-2718.41219692,-2717.52933702,-2717.52933683,-611.38751813,-611.38751972,-611.46383409,-611.46383419,-610.5558814,-610.55588136,-256.52627772,-256.52627765,-256.59346539,-256.59346529,-255.85896555,-255.85896549,-434.54815951,-434.54815956,-434.62352319,-434.62352304,-433.89685043,-433.89685045
75,0.5,-5070.03220092,-5070.03220069,-5070.17622504,-5070.17622499,-892.60292474,-892.60292473,-892.74078007,-892.74078006,-191.45007733,-191.45007733,-191.61139686,-191.61140137,-1.08972576,-1.08972576,-2571.13544331,-2571.13544331,-2571.31363209,-2571.31363217,-2569.93286189,-2569.98494499,-458.21385624,-458.21385624,-458.40933582,-458.40933582,-456.9181435,-456.97130928,-99.45389575,-99.45389544,-99.7664197,-99.7664197,-97.68202759,-97.77203261,-293.29832998,-293.29833001,-293.45240466,-293.45240465,-292.22153617,-292.2665867,-440.28850509,-440.2885058,-440.40834087,-440.40834073,-1163.23508229,-1163.23508217,,,-3123.25973485,-3123.25979829,,-3123.36821684,-3122.346446,-3122.34644601,-1028.45842723,-1028.48785829,,,-1027.69722811,-1027.69722829,-681.53638391,-681.53638288,-681.65705477,-681.65705481,-680.94413897,-680.94413882,-823.56755983,-823.5676264,-823.6635574,-823.66372905,-822.7203043,-822.72030322,-13.1757219,-13.1757219,-12.30344915,-12.30344915,-2571.27881476,-2571.27881457,-2571.42237848,-2571.42237829,-2570.56829829,-2570.56829815,-461.15117258,-461.15117298,-461.32042418,-461.32042441,-460.24984522,-460.24984522,-104.08768006,-104.08768024,-104.23093061,-104.23093059,-103.33483801,-103.334838,-290.47262601,,-290.60907459,-290.60907378,-289.86095427,-289.8609543,,,-311.08501497,,-2705.20032084,-2705.20032071,-2705.27133823,-2705.27133985,-2704.34144378,-2704.34144394,-602.38512044,-602.38512018,-602.46324908,-602.46324946,-601.55284528,-601.5528455,-252.18512162,-252.18512113,-252.25378998,-252.25378992,-251.49150522,-251.49150513,-416.12067768,-416.12067773,-416.19155316,-416.19155321,-415.54350272,-415.54350196
